latitude,longitude,corrected distance
-18.5762819269044,133.917590589759,856739.792504829
-18.6167304233904,133.938324507179,862455.267529313
-18.6571789198764,133.959058424599,870010.148948485
-18.6976274163623,133.979792342019,871942.473085365
-18.7380759128483,134.000526259439,877446.519399622
-18.7763007347682,134.025536857074,881857.215656835
-18.816893220532,134.045974859123,888107.135579329
-18.8574857062957,134.066412861173,893796.064884256
-18.8972393546348,134.088622823892,896914.762267688
-18.9319060218847,134.118896910751,902009.559730906
-18.9724682865818,134.139418158557,907711.976768445
-19.0173936794276,134.13739541474,912617.980231138
-19.0578885783936,134.15807673173,917703.399152217
-19.0983834773595,134.178758048719,922599.279476373
-19.1418105431239,134.166413231846,927496.163776723
-19.1867655631297,134.167469152116,932533.536287324
-19.2310987304496,134.175430912159,937777.30894369
-19.275456322903,134.18324068734,942591.449647062
-19.3201372367732,134.188598428329,947771.15563235
-19.3646175347851,134.195584945324,952696.138290707
-19.4090480831583,134.20292064996,959981.625018646
-19.4534633448969,134.210361719732,962810.00469951
-19.497950322555,134.217306310993,968288.533926343
-19.5424124994943,134.224429010992,975616.188581293
-19.5819245589578,134.201648696315,978060.659259662
-19.6262063168328,134.193352503259,983162.721811824
-19.6699188589933,134.182156682829,988290.604349514
-19.7148425957859,134.184228934597,993320.872869309
-19.7590433682937,134.19300568049,998460.276242513
-19.803789799362,134.197726254519,1003024.96721511
-19.8485362304303,134.202446828548,1012410.10896232
-19.8932826614986,134.207167402576,1014247.98582363
-19.9380290925669,134.211887976605,1019603.30478305
-19.9827755236351,134.216608550634,1023897.80945038
-20.0276157052719,134.21303003439,1029284.34631488
-20.0725629551247,134.211644804478,1033922.4174135
-20.1165162384148,134.221750296851,1040216.82473858
-20.1614822160365,134.221852672339,1048329.35304824
-20.2064481936582,134.221955047827,1048930.63611595
-20.2512457743875,134.226100605336,1054407.74027658
-20.2960433551169,134.230246162845,1059437.77086157
-20.3407017623928,134.235848349718,1063989.52394965
-20.3853601696687,134.241450536591,1069208.06225158
-20.4300185769446,134.247052723465,1075789.53910292
-20.4746769842205,134.252654910338,1081724.29630313
-20.5173647964371,134.267742621583,1084085.28256804
-20.5613554805098,134.25779524037,1089636.63143233
-20.600394342483,134.23395915298,1095310.0381779
-20.6442037643854,134.223131571553,1100619.41223576
-20.688394843053,134.232017653675,1106963.67613575
-20.7325859217206,134.240903735797,1111482.00336676
-20.7775208765224,134.239114768408,1115975.19922466
-20.8224812142111,134.2383459715,1121302.56382821
-20.8673537567304,134.235243664166,1126169.62563504
-20.9107515875849,134.222636480579,1135647.92866751
-20.9541494184395,134.210029296991,1138665.82309013
-20.997547249294,134.197422113404,1141542.5609015
-21.0409450801486,134.184814929817,1147470.97183235
-21.0844030806146,134.17243490172,1153903.27349069
-21.1278610810807,134.160054873624,1156772.87336837
-21.1713190815467,134.147674845528,1162922.08183497
-21.2147770820128,134.135294817432,1166198.5138186
-21.2521960383185,134.108540728062,1171166.84764424
-21.284184783107,134.074618538601,1181129.75799521
-21.3161735278954,134.04069634914,1181327.66985962
-21.3481622726839,134.006774159679,1187065.7810528
-21.3815659809387,133.974446827022,1191894.41193752
-21.4149696891934,133.942119494365,1197935.15021154
-21.4572179614727,133.925575905085,1201187.14498106
-21.4994662337519,133.909032315805,1207376.65752342
-21.5366335172142,133.881826947868,1211548.24397715
-21.5552980473228,133.837843339724,1216367.69356982
-21.5779846201463,133.796094552871,1221431.78081551
-21.6063124241826,133.758536235717,1226627.46185716
-21.6491169645422,133.743718460563,1231928.56412569
-21.6931009186587,133.753776942348,1238216.93710162
-21.7313791957108,133.728379439689,1242721.95168687
-21.7576387763325,133.689080938904,1248387.15504654
-21.799903131943,133.672547840968,1254576.31879011
-21.834721360828,133.641893172224,1258844.90304157
-21.869539589713,133.61123850348,1264663.74542343
-21.8997330927711,133.575325583206,1270092.14782557
-21.9299265958293,133.539412662932,1275298.46563607
-21.9605931242046,133.503954199772,1278683.22706421
-21.9953681871134,133.47321122947,1285321.40265161
-22.0372009356823,133.455420447014,1291636.78198013
-22.0791501708875,133.437945900751,1295329.83889507
-22.1210994060926,133.420471354489,1298530.0568839
-22.1649450843713,133.43124157724,1304032.19274289
-22.2097513146133,133.427149467394,1310847.05597027
-22.2545575448554,133.423057357548,1315194.96514016
-22.2969868108711,133.406953975152,1319797.66122338
-22.3394160768867,133.390850592756,1329010.93494121
-22.3818453429024,133.37474721036,1331117.4958528
-22.4242746089181,133.358643827964,1334825.52751761
-22.4667038749337,133.342540445568,1343848.92558044
-22.5091331409494,133.326437063173,1344429.6570988
-22.5535178225914,133.334242846286,1349161.09716062
-22.5979025042333,133.342048629399,1357207.45965692
-22.6422871858753,133.349854412513,1359974.86021882
-22.68400288982,133.368052939957,1367300.98331129
-22.7257185937647,133.386251467401,1370943.74264809
-22.7674342977093,133.404449994846,1375556.62390801
-22.809150001654,133.42264852229,1379500.9909135
-22.8446345099437,133.452655403186,1384350.97861233
-22.8801190182334,133.482662284082,1397741.67907095
-22.915603526523,133.512669164977,1399389.33783208
-22.9510880348127,133.542676045873,1399546.22140833
-22.9865725431024,133.572682926769,1405690.9495857
-23.022057051392,133.602689807665,1413046.07322701
-23.0575415596817,133.63269668856,1415077.06764275
-23.0930260679714,133.662703569456,1421262.45824201
-23.128510576261,133.692710450352,1426231.30316811
-23.1639950845507,133.722717331248,1430048.07413999
-23.1994795928404,133.752724212143,1436188.45309379
-23.2425198963737,133.766909391167,1440509.07677245
-23.2855601999071,133.78109457019,1444548.94362607
-23.3286005034404,133.795279749213,1450675.93789136
-23.3716408069738,133.809464928236,1455155.74937146
-23.4146811105071,133.823650107259,1464448.52314842
-23.4577214140405,133.837835286282,1465098.7737902
-23.5007617175738,133.852020465305,1472480.70596606
-23.5438020211072,133.866205644328,1474670.01590351
-23.5868423246405,133.880390823351,1479550.9892758
-23.6305854081866,133.86902201767,1484593.07045333
-23.6753986410011,133.873066530705,1489968.90209966
-23.7202503209645,133.869565418399,1495834.25177831
-23.7649359776618,133.875043799812,1501382.21192814
-23.8069351883546,133.857488571156,1506815.24503198
-23.8402306895419,133.82442866026,1512142.73059908
-23.8735261907292,133.791368749365,1517543.24521034
-23.9068216919165,133.758308838469,1522723.24536057
-23.9401171931039,133.725248927574,1528633.41335528
-23.9734126942912,133.692189016678,1535050.30429513
-24.0067081954785,133.659129105783,1537516.48170155
-24.0403792855231,133.626494368147,1544500.84523328
-24.0740503755677,133.593859630511,1548278.48840204
-24.1060996445443,133.559304722534,1552380.31118165
-24.1381489135208,133.524749814556,1559069.73455246
-24.1759251645205,133.4980128717,1562533.77613603
-24.2137014155201,133.471275928845,1567897.04863062
-24.2504957367263,133.442927445815,1572653.53199102
-24.2939131436875,133.430092846563,1577790.40069999
-24.3283470081402,133.461826728004,1582787.77454637
-24.3624515674161,133.429658163928,1588576.34432241
-24.396700858903,133.397663821237,1594754.6457857
-24.4309501503898,133.365669478546,1599894.86204129
-24.455775271651,133.324480546916,1603803.20966228
-24.4806003929121,133.283291615285,1610881.94572959
-24.5173793660704,133.254859432101,1613856.47149487
-24.5596843205937,133.238103740961,1619126.39225136
-24.601989275117,133.221348049821,1624580.91122173
-24.6453982793496,133.208438899038,1630486.74694269
-24.6888072835821,133.195529748254,1635825.66416073
-24.7322162878146,133.18262059747,1640764.8160491
-24.7771486299351,133.18070251178,1645485.59703976
-24.8219525377642,133.184909307642,1650573.78522618
-24.8667564455932,133.189116103504,1655718.02857831
-24.9115603534222,133.193322899366,1660666.89768652
-24.9563642612513,133.197529695228,1665841.45867117
-25.0011681690803,133.20173649109,1675453.55109622
-25.0461135884577,133.20023147458,1677142.03915084
-25.0910590078351,133.19872645807,1680836.6301168
-25.1360044272124,133.19722144156,1685933.88295018
-25.1809498465898,133.195716425051,1692713.33038401
-25.2255654468026,133.201910823764,1695860.83160828
-25.2701810470155,133.208105222478,1702296.92710404
-25.3146970405063,133.201083839383,1706517.69213317
-25.3592130339972,133.194062456287,1711337.58798975
-25.4033792070696,133.203412690454,1716277.2713837
-25.447545380142,133.212762924622,1721464.5212329
-25.4917115532144,133.222113158789,1726323.36752624
-25.5363791688469,133.216379869968,1731634.71839088
-25.5810467844794,133.210646581147,1736506.56139368
-25.6322406510693,133.213691711426,1741870.3803495
-25.6755678391583,133.236351013184,1747487.94506074
-25.7111462513173,133.260726928711,1753259.94440601
-25.7482457359236,133.284214366079,1757830.769487
-25.7927192060255,133.291587192299,1761828.93682707
-25.8371926761275,133.29896001852,1767118.76363166
-25.8772389772476,133.276227309648,1773335.63588477
-25.9172852783678,133.253494600775,1777377.59383099
-25.9564282324161,133.22887867219,1782442.4778367
-25.9955711864645,133.204262743606,1787300.13849535
-26.0407435770811,133.191375732422,1792696.08194315
-26.0854493417466,133.20079400201,1801079.85488716
-26.1303476375416,133.198044200531,1803000.98297505
-26.1752459333365,133.195294399051,1808859.61507219
-26.2201442291314,133.192544597571,1814264.63092479
-26.2651065204725,133.193195580319,1818429.85656396
-26.3100688118137,133.193846563067,1824444.26048719
-26.3517644728229,133.212638103115,1828037.34210469
-26.3934601338322,133.231429643162,1833164.91214033
-26.4351557948415,133.25022118321,1839473.47547906
-26.4792162435496,133.260251510236,1843278.1843968
-26.5238719279359,133.254356361119,1849450.5927924
-26.5685276123223,133.248461212003,1853437.24025414
-26.6103801577382,133.266850219331,1858252.2465888
-26.6531826253561,133.282270658701,1863288.18854717
-26.695985092974,133.297691098071,1868374.93701726
-26.738965309047,133.312490310853,1873328.55960959
-26.7819455251201,133.327289523635,1878400.55901677
-26.8268778379813,133.329241743906,1884950.37058709
-26.8591537429705,133.364333070475,1889677.08414559
-26.9021257215956,133.37918006589,1893716.85057844
-26.9470608666486,133.377309543492,1898775.24498258
-26.984154630355,133.405829169617,1903883.55818149
-27.0233284397827,133.430617729653,1909521.15540205
-27.0625022492104,133.45540628969,1916386.14035869
-27.1016760586382,133.480194849726,1919613.56094563
-27.1345630133266,133.514650181966,1924552.23189926
-27.1760051583845,133.534263617818,1929534.08690173
-27.2196364208561,133.546490386745,1934793.41196184
-27.2554775258513,133.577041088536,1939573.60821942
-27.2913186308466,133.607591790327,1944616.7257968
-27.328182162186,133.636581207315,1949509.59236285
-27.3650456935255,133.665570624302,1954979.74384589
-27.401909224865,133.694560041289,1959798.33419685
-27.43833749907,133.724285034898,1964685.71169277
-27.4747657732749,133.754010028507,1969647.48085358
-27.5111940474799,133.783735022116,1975101.05925539
-27.5476223216849,133.813460015725,1979853.15288952
-27.5840505958899,133.843185009334,1986532.85298002
-27.6204788700949,133.872910002943,1989814.19683399
-27.6502136783194,133.910988911225,1996154.46942194
-27.6841019593567,133.944361385205,1999709.79119311
-27.7193222106868,133.97593956115,2004802.22743429
-27.7586733758613,134.000527763146,2009867.96283862
-27.8001624313582,134.020124968846,2014908.42828811
-27.8446287576163,134.027684767276,2020024.17767361
-27.8852342257343,134.049542215209,2025017.54357531
-27.9258396938524,134.071399663141,2030035.25732684
-27.9647218249913,134.096969307895,2036436.63736412
-28.007629405427,134.112200758631,2040109.96037994
-28.0524057237637,134.107525352954,2045972.83007153
-28.0943995825731,134.125748220204,2050289.52421024
-28.1392797856505,134.128898274949,2055567.80820451
-28.1841599887279,134.132048329695,2060684.61348323
-28.227678489524,134.144895057842,2066537.20051942
-28.2711969903202,134.15774178599,2070794.4267485
-28.3153009939182,134.167698826313,2077236.12106995
-28.3594049975162,134.177655866635,2080935.35255722
-28.4035090011143,134.187612906958,2085804.31711159
-28.4474673057304,134.198378887593,2090764.3777618
-28.4911664345035,134.210437088872,2096021.74256096
-28.5300484818837,134.236142398066,2101227.17922259
-28.5656823793433,134.267368949935,2106271.20641988
-28.6001801943739,134.300217639032,2111360.31699774
-28.6362438983025,134.330814877514,2116422.28341701
-28.6544146920842,134.377684578429,2121451.26144914
-28.6763926941202,134.422396818387,2126581.97915689
-28.7092884212253,134.45734859508,2131993.44906042
-28.7432684000145,134.490938590569,2137261.77436224
-28.7772483788037,134.524528586058,2141969.48690342
-28.8139150810408,134.554233763001,2146933.2766669
-28.8476008047428,134.58823909986,2152272.11297935
-28.8800655949501,134.623767966638,2158005.34865887
-28.9162783282647,134.654219994664,2162393.28329699
-28.9548749549795,134.680582015816,2167514.71709917
-28.9987783563045,134.691691092076,2172480.76552951
-29.0206553413366,134.736615509929,2177505.62408684
-29.0294973234361,134.787036212048,2183306.99386117
-29.0609855187615,134.823758374978,2188089.66978817
-29.085678356286,134.866760101743,2192983.35576345
-29.1185614200294,134.901866284449,2198011.6065199
-29.1567748800826,134.929004526113,2203178.00742518
-29.1969629775975,134.952110650694,2208310.4012651
-29.2412392133398,134.961102671003,2213541.15423983
-29.285419702508,134.970700885447,2219463.78724858
-29.3296001916761,134.98029909989,2223503.58228899
-29.3737806808443,134.989897314333,2228553.7592775
-29.4167979180458,135.004930686311,2233661.52117991
-29.4598151552472,135.01996405829,2238718.44399356
-29.5037467851828,135.030981414601,2243638.77367366
-29.5409705592093,135.059974212819,2248719.47058011
-29.5832343805002,135.077625792814,2253850.92924592
-29.6129767383153,135.116413627085,2262273.95303068
-29.6549167360906,135.135072938013,2264119.35504626
-29.6996370995046,135.129666597819,2270472.6621211
-29.7443574629186,135.124260257625,2274317.65395999
-29.7890778263325,135.118853917431,2279490.26648191
-29.83378841225,135.124371344714,2284452.2933638
-29.8782758665021,135.131916265576,2289451.61900683
-29.9189457225367,135.154043374067,2294730.47415334
-29.9619530538869,135.169194944105,2299677.837429
-30.0044988039507,135.185998507808,2306541.23945477
-30.0481259227561,135.198580403408,2309771.94500566
-30.0930494005165,135.19631821803,2315701.72882973
-30.1379728782768,135.194056032652,2320552.27475274
-30.1822750564744,135.202960464278,2324641.96233893
-30.215187773342,135.238414567956,2329839.95730311
-30.2551231753617,135.262341982856,2334871.85328081
-30.2950585773815,135.286269397757,2340233.1113215
-30.3351107726851,135.309951484964,2345010.92790657
-30.3751629679888,135.333633572171,2350109.01376229
-30.4180461657554,135.34931795713,2355328.26101476
-30.4630052834751,135.35023604651,2361236.19507906
-30.5079644011947,135.351154135889,2365316.21652422
-30.550207893821,135.369044865941,2370992.35585222
-30.5934345261696,135.383434827433,2375669.82540874
-30.6366611585183,135.397824788926,2380641.93950324
-30.6709514008339,135.43164255421,2385623.73675177
-30.7017112086868,135.469785488036,2390612.69686194
-30.7378159140422,135.500965831784,2395848.37707765
-30.7798998628652,135.519398804067,2400792.85172389
-30.8163601971903,135.550044284839,2405851.47066596
-30.8528205315155,135.580689765611,2411086.4645087
-30.8723220292337,135.627894426063,2416082.06999409
-30.8941937429224,135.673675245882,2421334.66657684
-30.9268678728985,135.709689348023,2426452.70581233
-30.9595420028747,135.745703450164,2431534.04011278
-31.0005689536821,135.767171642318,2436563.41573049
-31.0317335582052,135.804998855249,2441599.80753254
-31.0697453265319,135.83304062116,2446615.79188621
-31.0949842809248,135.876500787551,2451661.65004886
-31.1202232353178,135.919960953942,2456924.14018408
-31.1329337677866,135.970351846413,2461826.9500453
-31.1456443002554,136.020742738884,2466943.89004784
-31.1671383496729,136.066897365443,2471797.61252737
-31.1702318129261,136.119325384657,2476660.69646196
-31.1789620261102,136.170882924193,2481947.9371957
-31.184981327563,136.222969921628,2486714.20737611
-31.1969106113194,136.273651353551,2492021.13952724
-31.2160182398773,136.321247199241,2497024.378748
-31.2351258684351,136.36884304493,2501989.04193524
-31.2322886274187,136.421325668649,2506942.81043826
-31.2294513864023,136.473808292368,2512114.63070309
-31.2520696954221,136.519265168786,2516865.84914513
-31.2453330083131,136.571267281536,2522013.86730125
-31.2671311402162,136.617275822323,2526841.24067171
-31.2659493280213,136.669864110254,2531970.52495327
-31.2527673652399,136.720154007529,2537320.57030544
-31.2518962993067,136.772742669952,2542064.24057936
-31.2754232916331,136.817574730067,2547368.59657747
-31.3120116056474,136.848170092588,2552739.21002884
-31.3485999196617,136.878765455109,2558023.14115709
-31.3761108767924,136.920422940267,2562703.51191725
-31.399817664304,136.965187306472,2568205.65370306
-31.4346718448895,136.998481553654,2572908.87372122
-31.4607034839945,137.041463410049,2578329.90946589
-31.4884319478286,137.082973843117,2583901.11728484
-31.5241268250493,137.115051695743,2588930.13506511
-31.5673879278133,137.129445277355,2593781.23168905
-31.6110109399007,137.142253131902,2599701.57396349
-31.6536737730553,137.158941328144,2604115.76226047
-31.6887336670711,137.192025011371,2609319.27569077
-31.7184726032397,137.231671204748,2614656.091826
-31.7529425856011,137.265625925986,2620050.03844499
-31.7886920074485,137.297711800124,2625548.21806039
-31.8285165759722,137.322309757241,2630579.412564
-31.868341144496,137.346907714358,2635222.79300369
-31.9081657130197,137.371505671475,2640202.22154346
-31.9479902815435,137.396103628592,2645041.49293921
-31.9878148500673,137.420701585708,2650310.83339456
-32.027639418591,137.445299542825,2657777.7380914
-32.0726035129301,137.444800855637,2659553.08128972
-32.1175148971414,137.442183556227,2666037.69101744
-32.1588141594003,137.463189056996,2674850.32873374
-32.1940555589977,137.496201253214,2676787.88647471
-32.2292969585951,137.529213449432,2680806.88650071
-32.2645383581926,137.56222564565,2685389.15620325
-32.3063199177927,137.581889391017,2690900.31071173
-32.3477816863151,137.602486172591,2695263.3336227
-32.3822589166069,137.636672306847,2702067.9750222
-32.4167361468987,137.670858441104,2705967.95442806
-32.4475319655589,137.709687070379,2710364.46097292
-32.4783277842192,137.748515699654,2715481.04229699
-32.5052311870055,137.791244718291,2720548.10985351
-32.5321345897918,137.833973736927,2725819.62038592
-32.5681464113055,137.865926272183,2730941.05199133
-32.6041582328191,137.897878807438,2736145.72624608
-32.6449652872429,137.920308695406,2741120.76299524
-32.6882226901683,137.934896099243,2747708.06841221
-32.7324046845078,137.944834061265,2751368.868742
-32.7758685868748,137.958541170435,2756943.96932941
-32.8184369290637,137.975777572056,2761475.33964502
-32.8631011025959,137.981969899124,2766584.56882476
-32.9080519508615,137.983363727593,2771862.81144009
-32.9530081292559,137.984488236301,2779305.22301683
-32.9974596354718,137.992574323613,2781564.72266509
-33.0351949082986,138.021741182913,2786890.55519092
-33.075217259972,138.046200389462,2791918.4517485
-33.116097527692,138.068558418433,2797051.79596851
-33.1610544895807,138.069640087659,2802098.16453462
-33.2018979498832,138.092113451209,2807624.37150312
-33.2392036452304,138.1221277481,2812845.91135099
-33.2760541680726,138.152949785773,2818575.7639244
-33.3129046909148,138.183771823447,2823149.1193587
-33.3571387688704,138.17409467693,2828206.52729897
-33.401372846826,138.164417530413,2833347.65218812
-33.4456069247816,138.154740383896,2839023.45021956
-33.4861446518732,138.178076389238,2843436.99786801
-33.5266823789647,138.201412394579,2848420.99619046
-33.5672111728477,138.224785828364,2853624.33930943
-33.6121404552147,138.22696996863,2859435.54550994
-33.6570697375818,138.229154108897,2863977.57913094
-33.700921447404,138.217196496442,2868518.26469699
-33.7457927209398,138.213686502906,2875665.63620227
-33.7906639944757,138.210176509369,2879110.65155818
-33.8334478161183,138.193513787043,2884159.61481941
-33.876231637761,138.176851064716,2889106.02474624
-33.9197925428222,138.163412285767,2893990.651049
-33.9629112820761,138.178790369436,2899438.15378202
-33.9964421210082,138.214923856928,2904349.58304222
-34.0411180148745,138.208769157519,2909495.9277624
-34.0848481805501,138.196128064897,2914756.5546533
-34.1281985976428,138.181699631287,2920869.26167451
-34.168585662802,138.157810354436,2924960.05122524
-34.2103568479889,138.177936027731,2930355.52495864
-34.2454475978629,138.211950434195,2935537.95102989
-34.2805383477368,138.245964840658,2940664.34709571
-34.3214377292783,138.268590063549,2946595.42705313
-34.3612688683477,138.29387894955,2950936.19060621
-34.4011000074171,138.319167835552,2956482.4146897
-34.4409311464866,138.344456721553,2960970.46476111
-34.4753953842732,138.379502847566,2966101.20736632
-34.5098596220597,138.41454897358,2971070.52798383
-34.5443238598463,138.449595099593,2976180.18330601
-34.5772495343107,138.486787410223,2981383.88380104
-34.6154018759182,138.51570164905,2986194.90986722
-34.6535936401235,138.544556985562,2991388.72207039
-34.6917854043289,138.573412322073,2996454.49611483
-34.7358267780634,138.584452286016,3001629.28424143
-34.7798681517979,138.59549224996,3006778.42882216
