,lat,lon,Wind_mean,Wind_90th,Wind_dir,Wind_dir_90th,Wind_dir_10th,T_mean,T_90th,T_10th
0,-12.434564930487374,130.84236145019534,3.2628677,5.281024599075317,204.7664,344.12567138671875,22.497861480712892,27.579254,28.589697265625034,26.469042968750045
1,-12.42426592939552,130.88718246208066,3.2628677,5.281024599075317,204.7664,344.12567138671875,22.497861480712892,27.579254,28.589697265625034,26.469042968750045
2,-12.436181046397415,130.93158215941398,3.2628677,5.281024599075317,204.7664,344.12567138671875,22.497861480712892,27.579254,28.589697265625034,26.469042968750045
3,-12.46065395836403,130.97021416774402,3.2628677,5.281024599075317,204.7664,344.12567138671875,22.497861480712892,27.579254,28.589697265625034,26.469042968750045
4,-12.48581118610197,131.00838561912224,3.2628677,5.281024599075317,204.7664,344.12567138671875,22.497861480712892,27.579254,28.589697265625034,26.469042968750045
5,-12.521629168710652,131.03623121072388,3.2628677,5.281024599075317,204.7664,344.12567138671875,22.497861480712892,27.579254,28.589697265625034,26.469042968750045
6,-12.554486663122628,131.06767940080235,3.2628677,5.281024599075317,204.7664,344.12567138671875,22.497861480712892,27.579254,28.589697265625034,26.469042968750045
7,-12.598805614343046,131.07546790466077,3.2628677,5.281024599075317,204.7664,344.12567138671875,22.497861480712892,27.579254,28.589697265625034,26.469042968750045
8,-12.643749170773456,131.07692629205968,3.340515,5.29281005859375,212.03314,344.73544921875,21.159752655029298,27.627136,28.665551757812523,26.45124511718751
9,-12.688354441551835,131.08275335188154,3.340515,5.29281005859375,212.03314,344.73544921875,21.159752655029298,27.627136,28.665551757812523,26.45124511718751
10,-12.732901661947013,131.08903048080333,3.340515,5.29281005859375,212.03314,344.73544921875,21.159752655029298,27.627136,28.665551757812523,26.45124511718751
11,-12.772531875402882,131.1108148561,3.340515,5.29281005859375,212.03314,344.73544921875,21.159752655029298,27.627136,28.665551757812523,26.45124511718751
12,-12.81476139969067,131.1266555876419,3.340515,5.29281005859375,212.03314,344.73544921875,21.159752655029298,27.627136,28.665551757812523,26.45124511718751
13,-12.857486799475543,131.14103312803738,3.340515,5.29281005859375,212.03314,344.73544921875,21.159752655029298,27.627136,28.665551757812523,26.45124511718751
14,-12.90238398325096,131.13848054224357,3.0716476,4.774760341644287,216.57187,345.82822875976564,18.377944946289062,27.217285,28.276831054687534,26.049609375000045
15,-12.945491843926352,131.12535426975052,3.0716476,4.774760341644287,216.57187,345.82822875976564,18.377944946289062,27.217285,28.276831054687534,26.049609375000045
16,-12.990081949245486,131.11939953232545,3.0716476,4.774760341644287,216.57187,345.82822875976564,18.377944946289062,27.217285,28.276831054687534,26.049609375000045
17,-13.035037983124866,131.11842394550408,3.0716476,4.774760341644287,216.57187,345.82822875976564,18.377944946289062,27.217285,28.276831054687534,26.049609375000045
18,-13.078508254229446,131.10661669305802,3.0716476,4.774760341644287,216.57187,345.82822875976564,18.377944946289062,27.217285,28.276831054687534,26.049609375000045
