,lat,lon,Wind_mean,Wind_90th,Wind_dir,Wind_dir_90th,Wind_dir_10th,T_mean,T_90th,T_10th,Rad_down_mean,Rad_down_90th
0,-12.434564930487374,130.84236145019534,4.02213,5.491181945800781,258.96896,299.8778015136719,230.42894134521484,28.332123,29.188647460937545,27.450976562500045,990.25806,3136.0
1,-12.42426592939552,130.88718246208066,4.02213,5.491181945800781,258.96896,299.8778015136719,230.42894134521484,28.332123,29.188647460937545,27.450976562500045,990.25806,3136.0
2,-12.436181046397415,130.93158215941398,4.02213,5.491181945800781,258.96896,299.8778015136719,230.42894134521484,28.332123,29.188647460937545,27.450976562500045,990.25806,3136.0
3,-12.46065395836403,130.97021416774402,4.02213,5.491181945800781,258.96896,299.8778015136719,230.42894134521484,28.332123,29.188647460937545,27.450976562500045,990.25806,3136.0
4,-12.48581118610197,131.00838561912224,4.02213,5.491181945800781,258.96896,299.8778015136719,230.42894134521484,28.332123,29.188647460937545,27.450976562500045,990.25806,3136.0
5,-12.521629168710652,131.03623121072388,4.02213,5.491181945800781,258.96896,299.8778015136719,230.42894134521484,28.332123,29.188647460937545,27.450976562500045,990.25806,3136.0
6,-12.554486663122628,131.06767940080235,4.02213,5.491181945800781,258.96896,299.8778015136719,230.42894134521484,28.332123,29.188647460937545,27.450976562500045,990.25806,3136.0
7,-12.598805614343046,131.07546790466077,4.02213,5.491181945800781,258.96896,299.8778015136719,230.42894134521484,28.332123,29.188647460937545,27.450976562500045,990.25806,3136.0
8,-12.643749170773456,131.07692629205968,4.4333014,5.886994695663452,275.13678,308.7523254394531,249.24879302978516,28.35196,29.19147949218751,27.45014648437501,1046.7097,3264.0
9,-12.688354441551835,131.08275335188154,4.4333014,5.886994695663452,275.13678,308.7523254394531,249.24879302978516,28.35196,29.19147949218751,27.45014648437501,1046.7097,3264.0
10,-12.732901661947013,131.08903048080333,4.4333014,5.886994695663452,275.13678,308.7523254394531,249.24879302978516,28.35196,29.19147949218751,27.45014648437501,1046.7097,3264.0
11,-12.772531875402882,131.1108148561,4.4333014,5.886994695663452,275.13678,308.7523254394531,249.24879302978516,28.35196,29.19147949218751,27.45014648437501,1046.7097,3264.0
12,-12.81476139969067,131.1266555876419,4.4333014,5.886994695663452,275.13678,308.7523254394531,249.24879302978516,28.35196,29.19147949218751,27.45014648437501,1046.7097,3264.0
13,-12.857486799475543,131.14103312803738,4.4333014,5.886994695663452,275.13678,308.7523254394531,249.24879302978516,28.35196,29.19147949218751,27.45014648437501,1046.7097,3264.0
14,-12.90238398325096,131.13848054224357,4.50439,5.811586761474609,280.91235,308.7113525390625,257.96502380371095,28.565918,29.47199707031251,27.639624023437534,1112.4517,3449.5999999999985
15,-12.945491843926352,131.12535426975052,4.50439,5.811586761474609,280.91235,308.7113525390625,257.96502380371095,28.565918,29.47199707031251,27.639624023437534,1112.4517,3449.5999999999985
16,-12.990081949245486,131.11939953232545,4.50439,5.811586761474609,280.91235,308.7113525390625,257.96502380371095,28.565918,29.47199707031251,27.639624023437534,1112.4517,3449.5999999999985
17,-13.035037983124866,131.11842394550408,4.50439,5.811586761474609,280.91235,308.7113525390625,257.96502380371095,28.565918,29.47199707031251,27.639624023437534,1112.4517,3449.5999999999985
18,-13.078508254229446,131.10661669305802,4.50439,5.811586761474609,280.91235,308.7113525390625,257.96502380371095,28.565918,29.47199707031251,27.639624023437534,1112.4517,3449.5999999999985
19,-13.123450855390002,131.108108502069,4.50439,5.811586761474609,280.91235,308.7113525390625,257.96502380371095,28.565918,29.47199707031251,27.639624023437534,1112.4517,3449.5999999999985
20,-13.168261547602135,131.10427289719925,5.1510496,6.709270095825195,284.13007,308.7226867675781,262.1571044921875,28.531708,29.441796875000023,27.565405273437534,1170.7097,3584.0
21,-13.213120862289037,131.10109204780682,5.1510496,6.709270095825195,284.13007,308.7226867675781,262.1571044921875,28.531708,29.441796875000023,27.565405273437534,1170.7097,3584.0
22,-13.248205002411762,131.1299846983081,5.1510496,6.709270095825195,284.13007,308.7226867675781,262.1571044921875,28.531708,29.441796875000023,27.565405273437534,1170.7097,3584.0
23,-13.27776604550012,131.1647980663465,5.1510496,6.709270095825195,284.13007,308.7226867675781,262.1571044921875,28.531708,29.441796875000023,27.565405273437534,1170.7097,3584.0
24,-13.302752609366626,131.2032124112069,5.1510496,6.709270095825195,284.13007,308.7226867675781,262.1571044921875,28.531708,29.441796875000023,27.565405273437534,1170.7097,3584.0
25,-13.346683618300808,131.2130704189772,5.1510496,6.709270095825195,284.13007,308.7226867675781,262.1571044921875,28.531708,29.441796875000023,27.565405273437534,1170.7097,3584.0
26,-13.379105373257442,131.24509506703163,4.477535,5.9284416198730465,283.86804,309.58002014160155,261.4771331787109,29.782104,31.4002685546875,28.353906250000023,1248.3226,3776.0
27,-13.406055083633465,131.28209799739156,4.477535,5.9284416198730465,283.86804,309.58002014160155,261.4771331787109,29.782104,31.4002685546875,28.353906250000023,1248.3226,3776.0
28,-13.43931524253738,131.313209147426,4.477535,5.9284416198730465,283.86804,309.58002014160155,261.4771331787109,29.782104,31.4002685546875,28.353906250000023,1248.3226,3776.0
29,-13.471476690360925,131.3455224571361,4.477535,5.9284416198730465,283.86804,309.58002014160155,261.4771331787109,29.782104,31.4002685546875,28.353906250000023,1248.3226,3776.0
30,-13.50397768060182,131.37748364187516,4.477535,5.9284416198730465,283.86804,309.58002014160155,261.4771331787109,29.782104,31.4002685546875,28.353906250000023,1248.3226,3776.0
31,-13.53647867084272,131.40944482661422,4.477535,5.9284416198730465,283.86804,309.58002014160155,261.4771331787109,29.782104,31.4002685546875,28.353906250000023,1248.3226,3776.0
32,-13.568979661083617,131.44140601135328,4.477535,5.9284416198730465,283.86804,309.58002014160155,261.4771331787109,29.782104,31.4002685546875,28.353906250000023,1248.3226,3776.0
33,-13.569794981451569,131.48765570092348,4.477535,5.9284416198730465,283.86804,309.58002014160155,261.4771331787109,29.782104,31.4002685546875,28.353906250000023,1248.3226,3776.0
34,-13.599966753209795,131.52195724071453,4.477535,5.9284416198730465,283.86804,309.58002014160155,261.4771331787109,29.782104,31.4002685546875,28.353906250000023,1248.3226,3776.0
35,-13.630182642708409,131.55622128258054,3.455246,4.839178609848022,278.96597,308.83173828125,254.50097198486327,31.138336,34.29128417968752,28.786865234375,1329.4193,3968.0
36,-13.62416320096961,131.6020733236955,4.477535,5.9284416198730465,283.86804,309.58002014160155,261.4771331787109,29.782104,31.4002685546875,28.353906250000023,1248.3226,3776.0
