,lat,lon,Wind_mean,Wind_90th,Wind_max,Wind_dir,Wind_dir_std,T_mean,T_90th,T_10th,Rad_down_mean,Rad_down_90th,Rad_down_10th
0,-12.434564930487374,130.84236145019534,2.5649197,3.9645432233810425,5.908996,211.39993,133.29666,33.923096,35.986547851562534,31.514746093750034,3332295.8,3692883.2,2943270.4
1,-12.42426592939552,130.88718246208066,2.3400054,3.6660658836364743,5.549279,118.9207,112.69514,35.204132,37.1151123046875,33.078051757812545,3372038.2,3710188.8,3007948.8
2,-12.436181046397415,130.93158215941398,2.3400054,3.6660658836364743,5.549279,118.9207,112.69514,35.204132,37.1151123046875,33.078051757812545,3372038.2,3710188.8,3007948.8
3,-12.46065395836403,130.97021416774402,2.3400054,3.6660658836364743,5.549279,118.9207,112.69514,35.204132,37.1151123046875,33.078051757812545,3372038.2,3710188.8,3007948.8
4,-12.48581118610197,131.00838561912224,2.3400054,3.6660658836364743,5.549279,118.9207,112.69514,35.204132,37.1151123046875,33.078051757812545,3372038.2,3710188.8,3007948.8
5,-12.521629168710652,131.03623121072388,2.3400054,3.6660658836364743,5.549279,118.9207,112.69514,35.204132,37.1151123046875,33.078051757812545,3372038.2,3710188.8,3007948.8
6,-12.554486663122628,131.06767940080235,2.3400054,3.6660658836364743,5.549279,118.9207,112.69514,35.204132,37.1151123046875,33.078051757812545,3372038.2,3710188.8,3007948.8
7,-12.598805614343046,131.07546790466077,2.3400054,3.6660658836364743,5.549279,118.9207,112.69514,35.204132,37.1151123046875,33.078051757812545,3372038.2,3710188.8,3007948.8
8,-12.643749170773456,131.07692629205968,2.1964858,3.486567735671997,5.7741857,123.17921,98.31837,35.190277,37.167163085937545,32.977026367187534,3255552.8,3711148.8,2777529.6
9,-12.688354441551835,131.08275335188154,2.1964858,3.486567735671997,5.7741857,123.17921,98.31837,35.190277,37.167163085937545,32.977026367187534,3255552.8,3711148.8,2777529.6
10,-12.732901661947013,131.08903048080333,2.1964858,3.486567735671997,5.7741857,123.17921,98.31837,35.190277,37.167163085937545,32.977026367187534,3255552.8,3711148.8,2777529.6
11,-12.772531875402882,131.1108148561,2.1964858,3.486567735671997,5.7741857,123.17921,98.31837,35.190277,37.167163085937545,32.977026367187534,3255552.8,3711148.8,2777529.6
12,-12.81476139969067,131.1266555876419,2.2085922,3.4403668642044067,5.550498,108.947464,86.71544,35.4505,37.27009277343751,33.526171875000045,3320038.8,3730483.2,2852768.0
13,-12.857486799475543,131.14103312803738,2.2085922,3.4403668642044067,5.550498,108.947464,86.71544,35.4505,37.27009277343751,33.526171875000045,3320038.8,3730483.2,2852768.0
14,-12.90238398325096,131.13848054224357,2.2451122,3.6395923852920533,5.7406693,111.78975,77.59492,35.650696,37.547534179687545,33.4703369140625,3246748.5,3732531.2,2698348.8
15,-12.945491843926352,131.12535426975052,2.2451122,3.6395923852920533,5.7406693,111.78975,77.59492,35.650696,37.547534179687545,33.4703369140625,3246748.5,3732531.2,2698348.8
16,-12.990081949245486,131.11939953232545,2.2369761,3.7039209365844727,5.858395,121.74838,89.869644,35.32257,37.34589843750001,33.196337890625045,3173646.5,3719916.8,2605254.4
17,-13.035037983124866,131.11842394550408,2.2369761,3.7039209365844727,5.858395,121.74838,89.869644,35.32257,37.34589843750001,33.196337890625045,3173646.5,3719916.8,2605254.4
18,-13.078508254229446,131.10661669305802,2.2369761,3.7039209365844727,5.858395,121.74838,89.869644,35.32257,37.34589843750001,33.196337890625045,3173646.5,3719916.8,2605254.4
19,-13.123450855390002,131.108108502069,2.2369761,3.7039209365844727,5.858395,121.74838,89.869644,35.32257,37.34589843750001,33.196337890625045,3173646.5,3719916.8,2605254.4
20,-13.168261547602135,131.10427289719925,2.2439501,3.7996519088745115,5.988533,122.14951,89.12294,35.394928,37.413183593750034,33.16840820312501,3158730.8,3711680.0,2574195.2
21,-13.213120862289037,131.10109204780682,2.2439501,3.7996519088745115,5.988533,122.14951,89.12294,35.394928,37.413183593750034,33.16840820312501,3158730.8,3711680.0,2574195.2
22,-13.248205002411762,131.1299846983081,2.2410517,3.6889535665512083,5.858511,111.96306,80.66255,35.62256,37.507861328125045,33.53229980468751,3224386.5,3733446.4,2657632.0
23,-13.27776604550012,131.1647980663465,2.2410517,3.6889535665512083,5.858511,111.96306,80.66255,35.62256,37.507861328125045,33.53229980468751,3224386.5,3733446.4,2657632.0
24,-13.302752609366626,131.2032124112069,2.2410517,3.6889535665512083,5.858511,111.96306,80.66255,35.62256,37.507861328125045,33.53229980468751,3224386.5,3733446.4,2657632.0
25,-13.346683618300808,131.2130704189772,2.2410517,3.6889535665512083,5.858511,111.96306,80.66255,35.62256,37.507861328125045,33.53229980468751,3224386.5,3733446.4,2657632.0
26,-13.379105373257442,131.24509506703163,2.200207,3.701361346244812,5.999687,117.450966,86.87813,35.761505,37.75092773437501,33.3970947265625,3222338.8,3743808.0,2615552.0
27,-13.406055083633465,131.28209799739156,2.200207,3.701361346244812,5.999687,117.450966,86.87813,35.761505,37.75092773437501,33.3970947265625,3222338.8,3743808.0,2615552.0
28,-13.43931524253738,131.313209147426,2.200207,3.701361346244812,5.999687,117.450966,86.87813,35.761505,37.75092773437501,33.3970947265625,3222338.8,3743808.0,2615552.0
29,-13.471476690360925,131.3455224571361,2.200207,3.701361346244812,5.999687,117.450966,86.87813,35.761505,37.75092773437501,33.3970947265625,3222338.8,3743808.0,2615552.0
30,-13.50397768060182,131.37748364187516,2.1667058,3.626628232002258,6.1046386,120.85431,92.59961,35.636993,37.49831542968752,33.287939453125034,3269123.0,3756012.8,2673113.6
31,-13.53647867084272,131.40944482661422,2.1667058,3.626628232002258,6.1046386,120.85431,92.59961,35.636993,37.49831542968752,33.287939453125034,3269123.0,3756012.8,2673113.6
