Longitude;Latitude;Elevation;Distance;Gradient;Maxspeed;Surface
134.225642;-19.547302;343.25;975616.1886;-0.003156218;130;asphalt
134.226067;-19.549833;345.5;975901.1247;0.007896507;130;asphalt
134.226223;-19.550785;344.5;976008.2369;-0.009336001;130;asphalt
134.226284;-19.551841;343.75;976125.8326;-0.006377784;130;asphalt
134.226302;-19.552367;343.5;976184.3516;-0.004272121;130;asphalt
134.226285;-19.552934;343.25;976247.4242;-0.003963681;130;asphalt
134.226247;-19.553473;343;976307.4904;-0.004162075;130;asphalt
134.226195;-19.554182;341.25;976386.5157;-0.022144814;130;asphalt
134.226009;-19.55523;341.75;976504.6665;0.00423188;130;asphalt
134.225747;-19.556282;341.5;976624.8217;-0.002080642;130;asphalt
134.225228;-19.557365;341.25;976756.9552;-0.001892027;130;asphalt
134.2246;-19.558635;340.5;976912.7507;-0.004814004;130;asphalt
134.224095;-19.559385;340.25;977011.5167;-0.002531234;130;asphalt
134.223456;-19.560188;340;977123.1203;-0.002240071;130;asphalt
134.22269;-19.56093;339.75;977238.2245;-0.002171946;130;asphalt
134.221927;-19.561589;340.25;977346.6717;0.004610539;130;asphalt
134.22068;-19.562689;340.75;977525.6463;0.002793691;130;asphalt
134.220261;-19.563037;341;977584.1672;0.004271985;130;asphalt
134.218321;-19.564623;342.25;977853.2724;0.004645023;130;asphalt
134.217034;-19.56604;343.75;978060.6593;0.007232859;130;asphalt
134.215915;-19.567301;343.5;978243.4334;-0.001367808;130;asphalt
134.214414;-19.568958;347.75;978485.673;0.017544616;130;asphalt
134.212999;-19.570625;347.75;978723.0286;0;130;asphalt
134.212252;-19.571404;348.75;978839.7693;0.008565989;130;asphalt
134.211327;-19.572233;352;978973.5203;0.024298896;130;asphalt
134.210023;-19.573207;353.5;979147.861;0.008603841;130;asphalt
134.209004;-19.57389;354.75;979278.8781;0.009540739;130;asphalt
134.205586;-19.575648;355.75;979686.8576;0.002451104;130;asphalt
134.204473;-19.576303;356.75;979824.3409;0.007273612;130;asphalt
134.203201;-19.577201;356;979990.8638;-0.004503885;130;asphalt
134.203164;-19.577227;356;979995.6995;0;130;asphalt
134.201954;-19.57827;356.75;980167.5148;0.004365153;130;asphalt
134.200633;-19.579666;355.5;980375.479;-0.006010651;130;asphalt
134.199675;-19.58093;359.5;980548.1854;0.023160696;130;asphalt
134.198693;-19.582563;360;980756.8854;0.002395783;130;asphalt
134.198021;-19.583998;361.25;980931.2905;0.007167219;130;asphalt
134.197363;-19.586026;360.5;981167.0946;-0.003180607;130;asphalt
134.197124;-19.587166;362.5;981296.3059;0.015478524;130;asphalt
134.19697;-19.588294;363.5;981422.7671;0.007907565;130;asphalt
134.196898;-19.589923;365.75;981604.0606;0.012410812;100;asphalt
134.197074;-19.593068;368;981954.2544;0.006425014;100;asphalt
134.19703;-19.595521;367.25;982227.0545;-0.002749266;100;asphalt
134.196222;-19.602732;373.75;983033.3361;0.008061699;100;asphalt
134.196125;-19.603892;374;983162.7218;0.001932207;80;asphalt
134.19602;-19.604712;373.25;983254.5626;-0.008166304;80;asphalt
134.195866;-19.606031;376.25;983402.1132;0.020332012;80;asphalt
134.195653;-19.607343;387.25;983549.6972;0.074533835;80;asphalt
134.195425;-19.6084;396.25;983669.6321;0.075040704;80;asphalt
134.195332;-19.608806;395.25;983715.8163;-0.021652431;80;asphalt
134.195106;-19.609598;389.5;983807.0088;-0.063053395;80;asphalt
134.194464;-19.611967;382.5;984078.8775;-0.025747723;80;asphalt
134.193848;-19.614309;380.5;984347.1701;-0.007454548;80;asphalt
134.193478;-19.615859;382.75;984523.8257;0.01273665;80;asphalt
134.193291;-19.616759;384.5;984625.7998;0.017161208;80;asphalt
134.192899;-19.61919;387.5;984899.2151;0.01097232;80;asphalt
134.192649;-19.62113;383;985116.5167;-0.020708548;50;asphalt
134.192542;-19.622178;383.5;985233.5866;0.004270951;50;asphalt
134.192458;-19.623722;380;985405.4969;-0.020359459;50;asphalt
134.192491;-19.62799;375.5;985880.0895;-0.009481817;50;asphalt
134.192517;-19.630981;372;986212.6847;-0.010523302;50;asphalt
134.192429;-19.633145;368.5;986453.487;-0.014534746;50;asphalt
134.192294;-19.634629;369.5;986619.1049;0.006037995;50;asphalt
134.192219;-19.635458;368.25;986711.6195;-0.013511374;50;asphalt
134.192164;-19.635993;367.75;986771.387;-0.00836575;50;asphalt
134.192098;-19.636631;368.5;986842.6653;0.010522136;50;asphalt
134.192086;-19.636746;368.5;986855.5144;0;50;asphalt
134.192036;-19.637164;368.75;986902.2879;0.005344904;50;asphalt
134.191947;-19.637998;369.5;986995.4917;0.008046882;50;asphalt
134.191941;-19.63806;369.5;987002.4144;0;50;asphalt
134.191957;-19.638452;369.5;987046.035;0;50;asphalt
134.191966;-19.638675;369.25;987070.8494;-0.010074804;50;asphalt
134.191941;-19.638971;369;987103.867;-0.007571703;50;asphalt
134.191728;-19.641431;367.75;987378.3146;-0.004554604;50;asphalt
134.191407;-19.6446;366.75;987732.2912;-0.002825045;50;asphalt
134.191359;-19.644954;366.75;987771.9739;0;50;asphalt
134.191295;-19.645222;367;987802.5185;0.008184744;50;asphalt
134.191071;-19.645923;367.5;987883.9194;0.006142439;50;asphalt
134.190478;-19.647773;367.75;988098.799;0.001163442;80;asphalt
134.19045;-19.647863;367.75;988109.2273;0;80;asphalt
134.190381;-19.648079;367.5;988134.3088;-0.009967514;80;asphalt
134.189951;-19.649425;365.25;988290.6043;-0.014395803;80;asphalt
134.189808;-19.649871;366.25;988342.4089;0.019303336;80;asphalt
134.189173;-19.651869;363.75;988574.3144;-0.010780252;80;asphalt
134.188114;-19.655151;362.5;988955.7332;-0.003277237;80;asphalt
134.188091;-19.655222;362.5;988963.9873;0;80;asphalt
134.187524;-19.656944;361.25;989164.459;-0.006235291;80;asphalt
134.187358;-19.657364;360.25;989214.291;-0.020067453;80;asphalt
134.187227;-19.657694;360.25;989253.4655;0;80;asphalt
134.186969;-19.658402;359.75;989336.6981;-0.006007262;80;asphalt
134.186807;-19.658997;358.5;989404.9992;-0.018301314;80;asphalt
134.186241;-19.660916;358;989626.4603;-0.002257734;80;asphalt
134.186086;-19.661437;358;989686.6234;0;80;asphalt
134.185621;-19.663008;357;989867.9696;-0.005514316;80;asphalt
134.185391;-19.663757;357;989954.6668;0;80;asphalt
134.184521;-19.666468;356;990269.5803;-0.003175475;100;asphalt
134.18406;-19.667935;354.75;990439.6954;-0.007347966;100;asphalt
134.183739;-19.669034;354.75;990566.4366;0;100;asphalt
134.18183;-19.674902;351.75;991248.8577;-0.004396113;100;asphalt
134.180899;-19.677794;350.25;991584.8828;-0.004463952;100;asphalt
134.180804;-19.678088;350.75;991619.0538;0.014632292;100;asphalt
134.180572;-19.678773;351.25;991699.0018;0.006254067;100;asphalt
134.18008;-19.680381;350.5;991885.0757;-0.004030657;100;asphalt
134.179539;-19.681999;352;992073.6948;0.007952534;100;asphalt
134.178123;-19.686237;350.5;992567.7084;-0.003036353;100;asphalt
134.177255;-19.688943;349.5;992882.0255;-0.003181501;130;asphalt
134.176953;-19.689933;348;992996.559;-0.013096601;130;asphalt
134.176876;-19.690242;347.75;993031.8513;-0.007083708;130;asphalt
134.17681;-19.690584;347.75;993070.5026;0;130;asphalt
134.176748;-19.690957;348;993112.4831;0.005955138;130;asphalt
134.176704;-19.691323;348.5;993153.4403;0.01220786;130;asphalt
134.176688;-19.691721;348.75;993197.7276;0.005644962;130;asphalt
134.176684;-19.692146;348.75;993244.9873;0;130;asphalt
134.176695;-19.692421;348.75;993275.5876;0;130;asphalt
134.176729;-19.692827;348.5;993320.8729;-0.005520561;130;asphalt
134.176772;-19.693145;348;993356.5183;-0.014027055;130;asphalt
134.176829;-19.693467;347.75;993392.8169;-0.00688731;130;asphalt
134.176882;-19.693756;347.75;993425.4278;0;130;asphalt
134.176964;-19.694077;347.5;993462.1392;-0.006809872;130;asphalt
134.177168;-19.694689;348;993533.463;0.007010275;130;asphalt
134.177357;-19.69519;348;993592.5812;0;130;asphalt
134.177545;-19.695655;348.75;993647.9061;0.013556288;130;asphalt
134.178024;-19.696803;347.75;993785.0542;-0.007291385;130;asphalt
134.178441;-19.697837;347.5;993908.0386;-0.002032779;130;asphalt
134.179193;-19.699673;348.75;994126.8455;0.0057128;130;asphalt
134.179992;-19.70163;347;994359.976;-0.007506525;130;asphalt
134.1807;-19.703372;346.5;994567.3733;-0.002410832;130;asphalt
134.186662;-19.717875;345.75;996296.5856;-0.000433724;130;asphalt
134.190948;-19.728294;346.25;997538.9532;0.000402457;130;asphalt
134.191322;-19.729424;346.25;997670.5602;0;130;asphalt
134.191598;-19.730834;344;997829.9842;-0.014113307;130;asphalt
134.192178;-19.736476;345.75;998460.2762;0.002776491;130;asphalt
134.192316;-19.738263;344;998659.5058;-0.008783836;130;asphalt
134.193341;-19.749039;336.5;999862.5349;-0.006234263;130;asphalt
134.193434;-19.752558;335;1000253.951;-0.00383224;130;asphalt
134.193954;-19.758194;331.25;1000883.004;-0.005961343;130;asphalt
134.195133;-19.770556;328.25;1002263.121;-0.002173728;130;asphalt
134.195179;-19.771044;327.75;1002317.598;-0.009178319;130;asphalt
134.195784;-19.77738;329;1003024.967;0.00176711;130;asphalt
134.203824;-19.861443;334.5;1012410.109;0.000586033;130;asphalt
134.205398;-19.877905;336.75;1014247.986;0.001224239;130;asphalt
134.206735;-19.891731;342.25;1015791.711;0.003562811;130;asphalt
134.210044;-19.925868;349.75;1019603.305;0.001967681;130;asphalt
134.213148;-19.957892;346.5;1023178.962;-0.000908924;130;asphalt
134.213773;-19.96433;348;1023897.809;0.002086675;130;asphalt
134.213858;-19.965141;348.5;1023988.425;0.005517814;130;asphalt
134.213982;-19.966023;348.25;1024087.352;-0.00252713;130;asphalt
134.21411;-19.966557;348;1024148.218;-0.004107358;130;asphalt
134.214499;-19.967583;347.75;1024269.331;-0.002064183;130;asphalt
134.214633;-19.967956;347.25;1024313.107;-0.011421725;130;asphalt
134.214744;-19.968305;347;1024353.611;-0.006172255;130;asphalt
134.214872;-19.968756;347.75;1024405.514;0.014450182;130;asphalt
134.214946;-19.969215;348.75;1024457.135;0.019371929;130;asphalt
134.217031;-19.990835;351.5;1026871.023;0.001139241;130;asphalt
134.21915;-20.012447;355;1029284.346;0.001450282;130;asphalt
134.219164;-20.012806;355.25;1029324.292;0.006258484;130;asphalt
134.21916;-20.013167;355.75;1029364.436;0.012455301;130;asphalt
134.219122;-20.013649;356.25;1029418.178;0.00930357;130;asphalt
134.219051;-20.014125;356.75;1029471.625;0.009355221;130;asphalt
134.218943;-20.014598;356.75;1029525.417;0;130;asphalt
134.21881;-20.015059;356.5;1029578.527;-0.004707131;130;asphalt
134.218677;-20.015402;356.25;1029619.12;-0.006158794;130;asphalt
134.21853;-20.015736;356.25;1029659.309;0;130;asphalt
134.218031;-20.01675;357.5;1029783.531;0.010062677;130;asphalt
134.209624;-20.033976;361;1031890.741;0.001660964;130;asphalt
134.20779;-20.037704;363;1032347.408;0.004379551;130;asphalt
134.206749;-20.040095;364;1032634.656;0.00348132;130;asphalt
134.20601;-20.042347;366;1032896.696;0.007632416;130;asphalt
134.205483;-20.044605;366.75;1033153.738;0.002917806;130;asphalt
134.205165;-20.046877;365;1033408.548;-0.006867879;130;asphalt
134.205034;-20.049578;367;1033709.197;0.006652273;130;asphalt
134.205139;-20.051493;367;1033922.417;0;130;asphalt
134.205305;-20.052926;366.25;1034082.7;-0.004679224;130;asphalt
134.205596;-20.054625;366.5;1034274.05;0.001306508;130;asphalt
134.20587;-20.055813;366;1034409.215;-0.0036992;130;asphalt
134.208378;-20.064531;369.25;1035413.383;0.00323651;130;asphalt
134.214247;-20.084929;372.25;1037762.901;0.001276857;130;asphalt
134.220395;-20.106229;379.5;1040216.825;0.002954452;130;asphalt
134.220582;-20.107023;380;1040307.247;0.005529613;130;asphalt
134.220727;-20.10781;379.5;1040396.058;-0.005629963;130;asphalt
134.220808;-20.108565;379.25;1040480.435;-0.002962888;130;asphalt
134.220856;-20.109634;378.75;1040599.408;-0.004202634;130;asphalt
134.221265;-20.17915;379.5;1048329.353;9.70E-05;130;asphalt
134.221225;-20.181156;379.5;1048552.449;0;130;asphalt
134.221255;-20.184557;377.75;1048930.636;-0.004627341;130;asphalt
134.221256;-20.184684;377.5;1048944.758;-0.017702696;130;asphalt
134.221345;-20.20669;373.75;1051391.732;-0.001532505;130;asphalt
134.221425;-20.226298;368.5;1053572.058;-0.002407896;130;asphalt
134.221537;-20.227407;367;1053695.926;-0.0121097;130;asphalt
134.222331;-20.233765;366;1054407.74;-0.00140486;130;asphalt
134.223731;-20.243098;365.25;1055455.751;-0.000715642;130;asphalt
134.226791;-20.267555;358.75;1058193.916;-0.002373852;130;asphalt
134.228181;-20.278665;357.25;1059437.771;-0.001205929;130;asphalt
134.228853;-20.284135;355;1060050.032;-0.003674901;130;asphalt
134.229055;-20.285858;355.25;1060242.776;0.001297059;130;asphalt
134.229553;-20.292494;353.75;1060982.491;-0.002027807;130;asphalt
134.229624;-20.293439;354.25;1061087.831;0.004746544;130;asphalt
134.229878;-20.2959;355.25;1061362.761;0.003637291;130;asphalt
134.229973;-20.296767;356.25;1061459.675;0.01031845;130;asphalt
134.23274;-20.31937;354.75;1063989.524;-0.000592921;130;asphalt
134.233345;-20.324061;354.75;1064514.94;0;130;asphalt
134.234136;-20.329269;356.5;1065099.888;0.002991723;130;asphalt
134.234254;-20.330257;355;1065210.435;-0.013568838;130;asphalt
134.23428;-20.330489;355.25;1065236.374;0.009637893;130;asphalt
134.2349;-20.33554;356;1065801.728;0.001326603;130;asphalt
134.234951;-20.335957;356;1065848.4;0;130;asphalt
134.236006;-20.344609;357.5;1066816.727;0.001549065;130;asphalt
134.236333;-20.346826;357.75;1067065.592;0.001004559;130;asphalt
134.236754;-20.349679;357.25;1067385.853;-0.001561226;130;asphalt
134.238725;-20.365962;357.75;1069208.062;0.000274392;130;asphalt
134.239817;-20.374846;356.75;1070202.455;-0.001005639;130;asphalt
134.242845;-20.399712;357;1072985.382;8.98E-05;130;asphalt
134.245903;-20.424767;360.25;1075789.539;0.001158994;130;asphalt
134.246499;-20.429389;362.5;1076307.221;0.004346299;130;asphalt
134.246831;-20.431407;358;1076534.263;-0.019820081;130;asphalt
134.247039;-20.432745;357.25;1076684.613;-0.004988387;130;asphalt
134.247887;-20.438372;361.75;1077316.515;0.007121357;130;asphalt
134.248055;-20.439698;361.75;1077464.995;0;130;asphalt
134.248343;-20.442058;361.5;1077729.125;-0.000946503;130;asphalt
134.248655;-20.444614;363.5;1078015.192;0.006991362;130;asphalt
134.252698;-20.477755;376;1081724.296;0.003370086;130;asphalt
134.252838;-20.479619;376.25;1081932.076;0.001203197;130;asphalt
134.252886;-20.480942;375.25;1082079.272;-0.00679367;130;asphalt
134.252878;-20.482554;376;1082258.52;0.004184143;130;asphalt
134.252738;-20.484543;378;1082480.167;0.009023357;130;asphalt
134.25257;-20.486008;378.75;1082644.005;0.004577698;130;asphalt
134.252301;-20.487729;377.25;1082837.412;-0.007755669;130;asphalt
134.25208;-20.488797;378;1082958.379;0.006200055;130;asphalt
134.25133;-20.492119;378.5;1083335.938;0.001324294;130;asphalt
134.251279;-20.492417;378.75;1083369.497;0.007449526;130;asphalt
134.251201;-20.492878;378.75;1083421.398;0;130;asphalt
134.251134;-20.493733;379.5;1083516.726;0.007867618;130;asphalt
134.251141;-20.494391;380.25;1083589.896;0.010250116;130;asphalt
134.251174;-20.494839;380;1083639.829;-0.005006632;130;asphalt
134.251256;-20.495257;379.75;1083687.087;-0.005290145;130;asphalt
134.251319;-20.495602;379.75;1083726.006;0;130;asphalt
134.251567;-20.496703;380;1083851.127;0.001998066;130;asphalt
134.25206;-20.497867;381.75;1083990.372;0.012567824;130;asphalt
134.252497;-20.498616;381;1084085.283;-0.00790216;130;asphalt
134.253218;-20.499637;382.5;1084221.401;0.011019791;130;asphalt
134.254767;-20.501257;381.25;1084463.222;-0.005169122;130;asphalt
134.258806;-20.505535;384.25;1085098.236;0.004724308;130;asphalt
134.260384;-20.507231;385.75;1085348.385;0.005996412;130;asphalt
134.261405;-20.508429;387.25;1085518.833;0.008800349;130;asphalt
134.261666;-20.508735;387.75;1085562.383;0.011480969;130;asphalt
134.263067;-20.510478;387.75;1085804.98;0;130;asphalt
134.265553;-20.513804;388;1086256.432;0.000553769;130;asphalt
134.266182;-20.514692;388.5;1086374.926;0.004219615;130;asphalt
134.266631;-20.515446;389;1086470.925;0.005208382;130;asphalt
134.273711;-20.528109;396.25;1088060.342;0.004561419;130;asphalt
134.274233;-20.529198;400.5;1088193.075;0.032019328;130;asphalt
134.274602;-20.530218;398;1088312.826;-0.02087664;130;asphalt
134.274818;-20.531259;398.5;1088430.745;0.004240199;130;asphalt
134.27488;-20.532083;398.5;1088522.597;0;130;asphalt
134.274869;-20.533013;397;1088626.014;-0.014504296;130;asphalt
134.274789;-20.533799;395;1088713.81;-0.022780254;130;asphalt
134.274591;-20.534713;394.5;1088817.512;-0.004821489;130;asphalt
134.27387;-20.537003;396.75;1089082.986;0.008475419;130;asphalt
134.273615;-20.537943;398.5;1089190.829;0.016227269;130;asphalt
134.273467;-20.538756;398;1089282.534;-0.005452228;130;asphalt
134.273422;-20.539835;397.75;1089402.605;-0.002082105;130;asphalt
134.273496;-20.540818;400.5;1089512.181;0.025096764;130;asphalt
134.273649;-20.541928;401.75;1089636.631;0.010044172;130;asphalt
134.273689;-20.542874;404;1089741.904;0.021373035;130;asphalt
134.27366;-20.543936;401.25;1089860.032;-0.023279906;130;asphalt
134.273484;-20.544808;401.25;1089958.71;0;130;asphalt
134.27328;-20.545631;401.75;1090052.657;0.005322195;130;asphalt
134.272928;-20.546508;401;1090156.835;-0.007199222;130;asphalt
134.272418;-20.547475;404;1090276.758;0.025016041;130;asphalt
134.271918;-20.548219;404.75;1090374.504;0.007672912;130;asphalt
134.271243;-20.548989;406.75;1090485.275;0.018055253;130;asphalt
134.270438;-20.549743;408;1090603.827;0.010543932;130;asphalt
134.26966;-20.550328;409.25;1090707.717;0.012031952;130;asphalt
134.268769;-20.550859;410.75;1090817.683;0.013640594;130;asphalt
134.265461;-20.552287;416.5;1091196.945;0.015160999;130;asphalt
134.262131;-20.553694;411.75;1091577.32;-0.012487687;130;paved
134.261283;-20.554165;411;1091679.976;-0.007305981;130;asphalt
134.260498;-20.554694;410.5;1091780.673;-0.004965356;130;asphalt
134.259878;-20.555194;410.75;1091865.867;0.00293448;130;asphalt
134.259289;-20.555746;410.75;1091952.632;0;130;asphalt
134.258763;-20.556371;408.5;1092041.113;-0.025429065;130;asphalt
134.258276;-20.55701;407.5;1092128.403;-0.011456109;130;asphalt
134.257844;-20.557738;406.25;1092221.009;-0.013498064;130;asphalt
134.257452;-20.558539;404.75;1092318.981;-0.015310411;130;asphalt
134.257208;-20.559179;404;1092394.544;-0.009925493;130;asphalt
134.256996;-20.559892;404.75;1092476.841;0.009113329;130;asphalt
134.256847;-20.560679;404.5;1092565.716;-0.002812948;130;asphalt
134.256745;-20.561473;402.5;1092654.641;-0.022490828;130;asphalt
134.256721;-20.562259;402.5;1092742.076;0;130;asphalt
134.256808;-20.56323;400.5;1092850.426;-0.018458777;130;asphalt
134.257373;-20.56704;398.25;1093278.143;-0.005260491;130;asphalt
134.257395;-20.567194;398.5;1093295.419;0.014470514;130;asphalt
134.257456;-20.5676;399;1093341.009;0.010967408;130;asphalt
134.25755;-20.568461;399.5;1093437.246;0.00519547;130;asphalt
134.257601;-20.569181;398;1093517.483;-0.018694799;130;asphalt
134.25753;-20.570015;397;1093610.513;-0.010749142;130;asphalt
134.257365;-20.570901;395.5;1093710.518;-0.01499925;130;asphalt
134.257161;-20.571783;397.25;1093810.865;0.017439484;130;asphalt
134.257006;-20.57223;398.25;1093863.123;0.019135903;130;asphalt
134.256707;-20.5729;398.5;1093943.865;0.003096291;130;asphalt
134.256593;-20.573145;398;1093973.58;-0.016826219;130;asphalt
134.256144;-20.573886;399;1094068.311;0.01055627;130;asphalt
134.255708;-20.574489;400.5;1094149.279;0.018525696;130;asphalt
134.254966;-20.57533;400.25;1094270.571;-0.002061148;130;asphalt
134.251413;-20.578848;393.5;1094808.928;-0.012538144;130;asphalt
134.250079;-20.58016;394.5;1095010.342;0.004964898;130;asphalt
134.249372;-20.580851;392.25;1095116.739;-0.021147208;130;asphalt
134.248818;-20.581509;391.75;1095209.901;-0.005366994;130;asphalt
134.248276;-20.582253;391.5;1095310.038;-0.002496582;130;asphalt
134.247954;-20.582809;390.25;1095380.365;-0.017774279;130;asphalt
134.247638;-20.583501;389.25;1095464.048;-0.011949833;130;asphalt
134.244684;-20.590076;386.25;1096257.187;-0.003782439;130;asphalt
134.244496;-20.590512;384.75;1096309.468;-0.028690802;130;asphalt
134.244145;-20.591131;385;1096387.394;0.003208186;130;asphalt
134.243656;-20.591858;387.25;1096482.923;0.023553103;130;asphalt
134.243177;-20.592446;388.5;1096565.147;0.015202314;130;asphalt
134.24273;-20.592945;388;1096637.56;-0.006904862;130;asphalt
134.234909;-20.599862;377;1097757.505;-0.00982191;130;asphalt
134.228408;-20.60558;374.25;1098686.002;-0.002961777;130;asphalt
134.226327;-20.607498;371.75;1098989.97;-0.008224534;130;asphalt
134.224921;-20.608968;371.5;1099209.361;-0.001139521;130;asphalt
134.223335;-20.610938;371;1099483.646;-0.001822923;130;asphalt
134.221828;-20.613297;372.75;1099789.269;0.005725994;130;asphalt
134.220728;-20.615377;371.75;1100047.338;-0.003874942;100;asphalt
134.219715;-20.617912;368.75;1100348.287;-0.009968447;100;asphalt
134.21952;-20.618491;367.25;1100415.792;-0.02222069;100;asphalt
134.219337;-20.619076;367.5;1100483.572;0.003688416;100;asphalt
134.219172;-20.619667;367.75;1100551.495;0.003680655;100;asphalt
134.21902;-20.620261;367;1100619.412;-0.01104278;100;asphalt
134.218866;-20.620931;366.5;1100695.617;-0.006561248;100;asphalt
134.218734;-20.621605;365.5;1100771.811;-0.013124393;100;asphalt
134.218521;-20.622968;365.25;1100924.982;-0.001632161;100;asphalt
134.21838;-20.624336;366;1101077.803;0.004907709;100;asphalt
134.218314;-20.625716;367.75;1101231.406;0.011393032;100;asphalt
134.218318;-20.626801;367.75;1101352.053;0;100;asphalt
134.218361;-20.62791;366;1101475.449;-0.014181943;100;asphalt
134.218474;-20.629144;364;1101613.167;-0.014522479;100;asphalt
134.218642;-20.630363;364;1101749.836;0;100;asphalt
134.218776;-20.631109;365;1101833.952;0.011888438;100;asphalt
134.218931;-20.631852;366;1101918.129;0.011879635;100;asphalt
134.219079;-20.63247;364;1101988.553;-0.028399724;100;asphalt
134.219241;-20.633086;364;1102059.093;0;100;asphalt
134.220751;-20.638171;362.25;1102645.946;-0.002982004;130;asphalt
134.221176;-20.639603;363.75;1102811.205;0.009076684;130;asphalt
134.221285;-20.639966;363.25;1102853.132;-0.011925462;130;asphalt
134.22191;-20.642064;362.75;1103095.315;-0.002064557;130;asphalt
134.222373;-20.643617;362.75;1103274.595;0;130;asphalt
134.224486;-20.650833;362.25;1104106.556;-0.00060099;130;asphalt
134.226245;-20.656633;361.5;1104776.953;-0.00111874;130;asphalt
134.22767;-20.661591;360;1105347.846;-0.002627463;130;asphalt
134.228209;-20.663797;360.75;1105599.47;0.00298063;130;asphalt
134.230611;-20.675858;359.25;1106963.676;-0.001099541;130;asphalt
134.234069;-20.693217;358;1108927.143;-0.000636629;130;asphalt
134.236718;-20.706458;358;1110425.036;0;130;asphalt
134.238572;-20.715804;361.25;1111482.003;0.003074836;130;asphalt
134.239334;-20.719425;359;1111892.366;-0.005482959;130;asphalt
134.239608;-20.720939;359;1112063.11;0;130;asphalt
134.242233;-20.734064;359;1113547.856;0;130;asphalt
134.243878;-20.74216;358.75;1114464.199;-0.000272824;130;asphalt
134.244162;-20.743611;359;1114628.224;0.001524164;130;asphalt
134.244348;-20.744738;360.5;1114755.024;0.011829606;130;asphalt
134.244613;-20.746824;360;1114988.608;-0.00214056;130;asphalt
134.244715;-20.747986;360.25;1115118.251;0.001928371;130;asphalt
134.244782;-20.74915;361.75;1115247.869;0.011572442;130;asphalt
134.244827;-20.751055;361;1115459.747;-0.003539772;130;asphalt
134.244795;-20.752895;361;1115664.373;0;130;asphalt
134.244746;-20.753744;361.5;1115758.915;0.005288661;130;asphalt
134.244686;-20.754588;362.25;1115852.971;0.007974001;130;asphalt
134.244583;-20.755683;361.75;1115975.199;-0.004090697;130;asphalt
134.244454;-20.756772;359.75;1116097.031;-0.016416061;130;asphalt
134.244335;-20.757612;358;1116191.251;-0.018573603;130;asphalt
134.244196;-20.758446;358;1116285.107;0;130;asphalt
134.24396;-20.759661;359.75;1116422.419;0.012744679;130;asphalt
134.242244;-20.767455;360.5;1117307.247;0.000847622;130;asphalt
134.239212;-20.781117;360.75;1118858.752;0.000161134;100;asphalt
134.23778;-20.787604;360.5;1119595.276;-0.000339433;130;asphalt
134.237432;-20.789252;360.5;1119782.062;0;130;asphalt
134.23734;-20.789764;361.75;1119839.792;0.021652697;130;asphalt
134.237195;-20.790851;359.25;1119961.597;-0.020524581;130;asphalt
134.237082;-20.791968;359.75;1120086.356;0.004007727;130;asphalt
134.237021;-20.793125;357.5;1120215.164;-0.017467761;130;asphalt
134.237003;-20.79413;358.25;1120326.931;0.006710414;130;asphalt
134.237036;-20.795202;360.25;1120446.181;0.016771443;130;asphalt
134.237086;-20.795995;360.5;1120534.512;0.002830275;130;asphalt
134.237239;-20.797386;360;1120690;-0.003215688;130;asphalt
134.23781;-20.802869;359.75;1121302.564;-0.00040812;130;asphalt
134.23827;-20.807133;360.25;1121779.104;0.00104923;130;asphalt
134.240827;-20.830835;363.75;1124428.012;0.001321299;130;asphalt
134.241079;-20.833746;362.75;1124752.758;-0.003079328;130;asphalt
134.241176;-20.83653;363.25;1125062.489;0.001614305;130;asphalt
134.24106;-20.839496;364;1125392.513;0.002272559;130;asphalt
134.240615;-20.843455;364;1125835.156;0;130;asphalt
134.240073;-20.84642;365;1126169.626;0.002989811;130;asphalt
134.239086;-20.850253;364;1126608.003;-0.002281141;130;asphalt
134.217013;-20.928892;377.5;1135647.929;0.001493375;130;asphalt
134.209642;-20.955145;383.25;1138665.823;0.001905302;130;asphalt
134.209457;-20.955803;383.25;1138741.469;0;130;asphalt
134.209027;-20.957337;382.75;1138917.79;-0.002835747;130;asphalt
134.208454;-20.959376;383;1139152.193;0.001066536;130;asphalt
134.207623;-20.962338;383;1139492.668;0;130;asphalt
134.207545;-20.962614;383;1139524.409;0;130;asphalt
134.205981;-20.968169;385.25;1140163.088;0.003522897;130;asphalt
134.204307;-20.974142;386.75;1140849.621;0.002184889;130;asphalt
134.20417;-20.974627;386.25;1140905.395;-0.008964767;130;asphalt
134.20259;-20.980164;388.25;1141542.561;0.003138901;130;asphalt
134.195423;-21.004875;390.75;1144389.254;0.000878212;130;asphalt
134.187698;-21.031635;395.75;1147470.972;0.001622472;130;asphalt
134.179973;-21.060473;398.5;1150776.305;0.000831989;130;asphalt
134.17212;-21.087623;404;1153903.273;0.001758892;130;asphalt
134.164867;-21.112527;409.75;1156772.873;0.002003764;130;asphalt
134.157142;-21.139588;414;1159886.771;0.001364849;130;asphalt
134.149761;-21.166003;419.25;1162922.082;0.001729642;130;asphalt
134.141766;-21.19451;424;1166198.514;0.001449748;130;asphalt
134.141251;-21.196317;425;1166406.416;0.00480996;130;asphalt
134.136526;-21.212973;426.25;1168322.157;0.000652489;130;asphalt
134.136269;-21.213605;426.25;1168397.312;0;130;asphalt
134.135963;-21.214215;426.75;1168472.192;0.006677409;130;asphalt
134.134771;-21.216363;428;1168741.107;0.004648311;130;asphalt
134.13126;-21.222744;428.75;1169538.533;0.000940525;130;asphalt
