0	16.25
0.407095561203732	18
0.836935098674076	9
1.0062148761167	10.75
1.64036875422698	11.25
2.15004696688175	15.75
2.60109724287213	9.25
2.89271027880432	24.5
4.18841959471183	5.75
5.35499116363326	18.75
6.9196614974212	16.5
7.52444265526719	27
7.96147236465958	17.5
8.46271293470636	18
8.92086811883064	35.25
9.54498011363512	33
9.94267719942081	15.75
10.6396173763601	15.75
11.420910183851	13.25
11.8977613547145	20.25
13.6937440423062	13.5
15.6439425466715	25.75
16.1523981519736	35.75
16.6284124537547	35
17.219584642593	26
17.5427364031716	33
18.22029505708	32.5
20.0078817806648	45.5
20.4463856877042	37
21.7621360560224	29
22.7419298359264	42.5
23.3770285093938	45.25
25.1390799460055	25.25
26.3649439439605	40.5
28.2883993755154	51
32.1673866612109	42.75
33.159095146138	40
33.5419459614768	36.75
35.989315272715	31.75
38.9253148299567	19.25
41.1077612024937	36.25
43.647506332286	40.75
46.1649112636519	55.75
49.7033630169808	55.75
52.7951014981145	43.5
57.2196581017565	44.5
59.0207564055668	34.75
61.6654629423592	38.5
64.1391998422646	46.25
65.4426212544618	33.5
68.402873130186	58.5
69.7770316904184	51.75
73.3128952530869	57
74.2185221394338	64
78.1278825121658	75.75
80.5524702960979	99.75
81.7693706267655	86.5
84.7264488131427	87.25
85.6495815001072	59.75
86.3325882397348	57.75
87.0420719712797	57.5
93.3350613249027	64.25
97.6563589463785	81.25
100.411684469575	64
103.76984829817	61.75
105.477372624145	58.75
107.713720520178	60.75
111.620952407621	57
112.476237854418	57.25
112.99970838207	53.75
114.769487035116	49
116.737185837668	52
120.146998080195	54.25
122.153014309711	68.25
125.082732416166	69.25
126.396273767217	61.5
129.290457507394	64.75
131.213235748384	76
132.507366923191	68.25
134.314574735685	68
136.515848389061	71.75
139.930016868816	91.75
142.955799526787	72.5
145.518955990015	76
149.266855908809	105.75
150.489680537545	92.25
153.351430640258	86
156.239486111678	101
157.034950886061	98.5
159.714394687948	115
163.089926501768	159.25
163.93427568445	153.75
165.945621588902	127.5
168.219206038831	114.75
169.26997606807	134.25
169.883575983492	131.5
170.800749276164	134.25
171.577622442308	152.5
172.172001284027	145.75
173.189873615152	181.25
173.807147684983	186
175.149854255396	165.75
178.545586204819	175.75
179.264100341176	169
183.026056339869	219.25
183.676201739881	209.5
186.46722184718	225.5
188.668369331071	231.75
190.71146234117	225.75
192.304179178514	227.75
195.182128496453	210.25
197.911670411359	197.5
200.523267988844	208.75
203.400646171726	191.5
204.947742888808	200.25
210.432973628654	206
211.981555365358	190
214.065276399136	188.25
215.278296796985	194.25
217.758410484714	198.75
222.726812159637	214.25
223.506395124822	201.5
224.083193001404	198.5
225.16930072784	202.75
227.066938621384	192.25
227.723284873456	191
229.101592158309	193.25
234.44242297608	181
240.285088538553	155.25
243.375269383393	146.75
246.732976785335	159.75
252.299411478509	126.75
253.173387430712	138.75
254.765608787395	150.25
256.581550601969	140.5
257.939271260964	117
258.991048283823	118.75
260.19578234632	140.5
260.964306283662	134
262.920758016284	142
264.615953615311	155
269.176511263097	125
271.641118963516	116.25
273.003310302779	108
273.933460965788	119.75
277.712914935687	131.25
279.857760660816	158.25
282.700991218378	166
284.638430168532	158.25
286.212218399085	167.25
287.807176821201	187.5
290.536742162456	172
291.886424578296	175.25
292.948305120306	161
294.335445375685	156.25
295.33582035099	158.75
296.330587461207	155.75
297.759913922534	136.75
300.748003450907	135.5
301.746089214263	124.25
302.90539157732	130
303.721562071134	137.75
304.571604987942	131.25
306.121210017915	126.5
307.467079563843	130.5
308.282815523919	125.75
308.960792870851	126
312.4601762075	108.25
312.790133194066	108.5
313.524701810103	107
315.335322006126	108
315.654765997646	108.75
316.662378210121	107.25
317.622196082845	112.5
318.651462795789	111.25
320.384811735297	111
323.627121769854	120.75
325.41200970246	128.25
326.30316363731	136.75
331.897569600453	147.5
335.871468220796	189.25
338.737023214505	162.5
344.842602741988	177.5
350.567945905118	200.75
355.899952751257	176.25
359.662630493614	188.75
364.639984763995	198
367.100883318453	197.5
368.127497997938	193.25
368.851730463897	193.25
373.029789359808	198.5
378.209174998898	173.5
382.648147775633	163.25
385.089178460989	159
386.604469060002	167.25
392.13262327146	154.75
395.009229311141	153.75
396.968163842307	162.25
398.62403917473	161.75
402.200374508102	154.75
404.995605758689	145
406.992499868337	151.5
410.358923291675	143.75
413.293464769882	146.25
419.352019195911	137.5
421.016404270678	137.75
421.56532533021	137.25
423.41552223068	147.5
427.903215657784	163
432.297168166352	158.5
435.526503936887	169.25
437.772721667744	157.75
439.889204264648	152.5
441.541580160457	142.25
444.343510918256	144.5
447.583829727113	172.25
456.932943330891	183.5
459.503818536697	171.5
465.313669835348	181
475.730441892035	176.25
483.773676557529	189
494.967768823097	187.5
496.429606501344	191.5
499.228254283242	185.25
506.833761012125	185.5
511.576857320325	175.25
514.66308148722	183.75
515.798950137927	185
519.563499969228	186
523.791116756408	188
527.451787945987	183
531.426396908759	188.75
535.561929986232	187
538.547604977114	188
541.164703307768	189.75
542.232255284543	192.5
550.607862812607	192.75
551.06270833028	193.75
552.20734661531	194.25
553.210686153125	191.75
555.843796207878	195
560.361530060848	198.75
563.655502964521	198.25
572.980438926613	205.25
575.987664067933	207
578.72932198325	207
583.295334378788	208.75
588.025904039185	218.5
589.791555718512	219
592.781484461369	224.75
598.095467747184	241.25
603.308165648691	251.5
606.986321259291	272
608.411902126493	270.25
616.577948401386	278
618.560557826971	280.75
623.410808767649	268.5
625.616340336859	266
633.121312414139	230.75
643.863932429658	233.75
647.323223785038	244
657.293002276818	254
660.31597651427	244.25
670.004714867924	243.25
692.183860368861	220
693.363896331627	219.25
696.2020986421	210
698.212482994029	209.25
701.268141225775	228.25
708.48118159383	241.25
712.227927906986	213.75
722.360676684762	243.25
733.773565434685	225.5
734.740804566321	222
736.07713830061	223
737.008914140078	220.5
741.027097972729	224.5
749.905991827492	260
754.909983175043	254.25
761.293168971459	255.25
763.718125543046	232.75
774.235296278727	252.5
778.334746685288	270.75
787.495779738591	267.5
806.292405388353	291.5
808.110654273055	297.75
812.038206956753	297.25
814.775398031001	299
817.670633340515	288.75
824.839102017312	267.5
827.914341318985	262.5
831.885430823509	274.75
832.681905218179	275.25
833.727820782686	305.25
838.445565596381	311.75
840.538839184667	329.25
842.912794325236	324.25
843.59756797181	324
844.140679795205	302.75
845.521699994536	302
846.918427529137	306.25
847.741069972164	327.25
849.031278001814	322.5
851.993935715978	295.25
854.870937266677	305
857.373386007795	305
859.652261328257	313
865.625867499824	307
874.47140753111	309.25
880.249787969627	307
882.480676209204	307
886.020368295528	300.25
896.914762267688	292.5
899.255100843627	292.75
901.662885499507	316.5
902.577694419379	335.25
904.785784090576	344.5
906.566337788009	346.5
908.042384648308	336.25
910.405620355971	306.75
912.039002279872	298.25
914.868776848387	295
916.133071718451	295.75
919.186090162224	310.25
921.634834298044	317.25
922.406246272004	331.5
923.205662392926	334.25
927.587686902878	303.75
928.672843026651	299.5
931.270942982712	303
935.367575059413	316.75
938.270184992897	307.25
942.591449647061	323.75
947.77115563235	300.25
953.851135223477	306.5
962.878916997411	326.5
971.972587728995	354.75
976.386515708421	341.25
977.34667166378	340.25
981.604060587281	365.75
983.669632087682	396.25
986.771387039183	367.75
987.103867025284	369
988.134308792065	367.5
990.439695400028	354.75
993.592581204104	348
997.53895324887	346.25
1002.26312138561	328.25
1023.89780945038	348
1029.57852744872	356.5
1033.15373834597	366.75
1037.76290134574	372.25
1048.93063611595	377.75
1059.43777086157	357.25
1064.51494044955	354.75
1067.38585305283	357.25
1077.31651458976	361.75
1082.48016711567	378
1084.46322189375	381.25
1086.47092485948	389
1088.81751206313	394.5
1090.70771682036	409.25
